feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,direction
1110004F10Rik,2762.9234805449146,0.03396760546464782,0.10367505375790038,0.3276352819065635,0.7431874419896096,0.9989782022195421,False,NS
1110006O24Rik,9.393731209619284,-0.9456273117714457,0.5946962921747895,-1.590101240270576,0.11181198646686553,0.9989782022195421,False,NS
1110007C09Rik,1270.2015263629926,0.07787340649484428,0.2024773322019149,0.3846030844439771,0.70053150854152,0.9989782022195421,False,NS
1110008F13Rik,1207.8421008907148,-0.06453784817572857,0.2071524821881369,-0.31154754938980156,0.7553844009421733,0.9989782022195421,False,NS
1110008L16Rik,612.2669654212244,0.08370490033743203,0.07819851872782341,1.0704154208952992,0.2844323610698568,0.9989782022195421,False,NS
1110008P14Rik,727.2081807075356,0.13670195206253852,0.1240638843685522,1.1018674190181155,0.27051931487237846,0.9989782022195421,False,NS
1110012L19Rik,881.2587666684698,-0.16071161079880977,0.227150280537038,-0.7075122708140567,0.47924818984809514,0.9989782022195421,False,NS
1110019D14Rik,99.04976699571169,-0.020876305541343888,0.28783871227280555,-0.07252778952664958,0.9421818908550963,0.9989782022195421,False,NS
1110020A21Rik,12.926269915413302,-0.24440383903674434,0.5238241354658386,-0.4665761321199817,0.6408031666921481,0.9989782022195421,False,NS
1110032A03Rik,280.07812392402946,0.0039059083978319593,0.1606950419233371,0.024306340451346057,0.9806082556776133,0.9989782022195421,False,NS
1110034G24Rik,146.81599948871693,-0.06131296820572924,0.21201671425044996,-0.28918931425992095,0.7724365086595792,0.9989782022195421,False,NS
1110037F02Rik,3070.490533056289,-0.13047192688878603,0.14223314566327908,-0.9173102815124654,0.3589800712304354,0.9989782022195421,False,NS
1110038B12Rik,1820.198266783678,-0.004541635583627497,0.24833334434176496,-0.018288464626712155,0.9854087298234333,0.9989782022195421,False,NS
1110038F14Rik,933.6285556178913,0.11138474976922676,0.09930375185699002,1.1216570138219442,0.26200830018611265,0.9989782022195421,False,NS
1110046J04Rik,176.69458124748817,0.18923558484933203,0.26798284719616117,0.7061481241402484,0.48009602694044873,0.9989782022195421,False,NS
1110051M20Rik,1381.480272752099,0.05700503339737318,0.07159775890908458,0.7961846050203699,0.4259247443057367,0.9989782022195421,False,NS
Zscan29,676.0196631934881,-0.26135877131888396,0.10744136500391105,-2.4325712104399457,0.014992043199368154,0.9989782022195421,False,NS
Zswim1,588.9858224364451,-0.09146181868586424,0.12953617758144956,-0.7060716194775396,0.48014359991131994,0.9989782022195421,False,NS
Zswim3,285.6136958844615,-0.03963224699206261,0.1595082254723124,-0.24846522412690256,0.8037744736930726,0.9989782022195421,False,NS
Zswim4,2890.391763733736,-0.0864865196878251,0.11856975015275471,-0.7294147080212581,0.46574802356477163,0.9989782022195421,False,NS
Zswim6,875.736063309599,-0.45864758907966957,0.19521850888794745,-2.349406271425454,0.018803377524111195,0.9989782022195421,False,NS
Zswim7,275.97148494795806,-0.04028921508029683,0.19630811500502046,-0.20523458787868473,0.8373888473487584,0.9989782022195421,False,NS
Zswim8,5941.337280970395,0.09693848287638304,0.10124519691933795,0.9574625347769725,0.33833384781182363,0.9989782022195421,False,NS
Zufsp,293.9071485577372,-0.1413377709977771,0.199135984277036,-0.7097550526134414,0.47785604630050804,0.9989782022195421,False,NS
Zw10,1000.8880745086199,0.041790832041899456,0.1256362263587442,0.33263361415018217,0.7394108664826606,0.9989782022195421,False,NS
Zwilch,497.74123550919313,-0.005809110287658176,0.45756488026659864,-0.012695708386258836,0.9898705624030457,0.9989782022195421,False,NS
Zwint,3539.5998963627976,0.02371066730063136,0.12345486799802889,0.1920593953493185,0.8476956805612799,0.9989782022195421,False,NS
Zxda,188.65894725054113,-0.26379773902131776,0.22587851529925587,-1.1678744154654306,0.24285742552083367,0.9989782022195421,False,NS
Zxdb,212.95070710894785,-0.3277884173107701,0.2511107282372241,-1.3053540946331401,0.191772302044925,0.9989782022195421,False,NS
Zxdc,1020.7927345872431,0.008628251224186523,0.08430216092503466,0.1023491109778213,0.918479575021047,0.9989782022195421,False,NS
Zyg11b,2608.380164579231,-0.27719953712045237,0.1671068214288591,-1.6588164070756506,0.09715279317064877,0.9989782022195421,False,NS
Zzz3,2049.575290935573,-0.2217116174027657,0.1596775590670165,-1.3884957829904803,0.1649861279854733,0.9989782022195421,False,NS
1110059E24Rik,1054.6926208393222,0.001784784578356338,0.09543858928080426,0.018700869237547657,0.9850797348256011,0.9989782022195421,False,NS
1110059G10Rik,563.5276267280985,-0.24336029793109684,0.14045503033064946,-1.7326563339041323,0.08315677005144048,0.9989782022195421,False,NS
1110065P20Rik,317.2900002958009,-0.25238313538893764,0.24149535423243296,-1.0450848472473115,0.29598375667806787,0.9989782022195421,False,NS
1190002F15Rik,76.61439179726501,0.14732936284738082,0.263718704790906,0.5586610284780275,0.576393081115529,0.9989782022195421,False,NS
1190002N15Rik,5204.464478326857,-0.39573115217128835,0.26778134045062324,-1.4778145165206462,0.13945743177528272,0.9989782022195421,False,NS
1190007I07Rik,68.0381026257784,0.10406180296326908,0.23495863352904642,0.4428941443873549,0.6578423030412979,0.9989782022195421,False,NS
1200014J11Rik,1670.6429049810106,-0.11469552416073517,0.08600754775281447,-1.333551846988707,0.18235077301100588,0.9989782022195421,False,NS
1300002E11Rik,232.89943950646537,-0.2535859908745364,0.17764019626667277,-1.4275259552959183,0.1534283492548612,0.9989782022195421,False,NS
1500004A13Rik,80.35948860044665,-0.6473017347190412,0.22971971636420307,-2.817789195302652,0.004835554613313093,0.9989782022195421,False,NS
