feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,direction
Zfp945,298.67134631333545,0.4811841621818007,0.08887964037867463,5.413885116227966,6.167174305115345e-08,0.0008370705684333058,False,NS
Naa10,1013.4293561123692,-0.34232076387639476,0.07052053046625971,-4.854200069300059,1.2087365825402714e-06,0.0017167957101559793,False,NS
Hhat,623.7985601670954,-0.64082108761987,0.13072072862939987,-4.902214777555527,9.476214614799895e-07,0.0017167957101559793,False,NS
Ccdc88a,316.1185957850086,0.7131267069677402,0.14713729019638194,4.846675550541542,1.2554749653923433e-06,0.0017167957101559793,False,NS
Cdkn2d,1056.6732812102584,-0.48671818869653327,0.10028791791383479,-4.853208629924006,1.2147977334184992e-06,0.0017167957101559793,False,NS
Pcdh7,3897.6579837080294,0.4960988611940603,0.10344242200795525,4.795893711343184,1.6195114136233952e-06,0.0017167957101559793,False,NS
Cmc2,417.41810153154375,-0.42871319367197935,0.08453269037128831,-5.071566890737369,3.945535322921099e-07,0.0017167957101559793,False,NS
Impdh2,5888.219749046916,-0.42796109044495795,0.08853644991201266,-4.83372770051504,1.339998475961462e-06,0.0017167957101559793,False,NS
Mfsd6,224.39377417317152,0.753076524916783,0.15539866326644428,4.84609396945435,1.2591589392765664e-06,0.0017167957101559793,False,NS
Ctnnbip1,1347.3426995477328,-0.27976522723993574,0.05837142115801,-4.7928459114027415,1.6443191801390798e-06,0.0017167957101559793,False,NS
Wnt10b,161.2666593541503,0.6347237088347687,0.12775324270913288,4.968356930711343,6.752259074499245e-07,0.0017167957101559793,False,NS
Enpp2,1619.518562824412,1.3603490169831975,0.2836656954204553,4.795606373787495,1.6218347690456721e-06,0.0017167957101559793,True,Up
4933404O12Rik,581.7888015284063,-0.43273545271767055,0.08694468420595518,-4.977135251795311,6.453223122215634e-07,0.0017167957101559793,False,NS
Tbc1d16,872.0245716651972,-0.39367428358839,0.0826351926329423,-4.764002733521223,1.8978993124031855e-06,0.0018400133833748884,False,NS
Hopx,509.0577863667656,-0.8477239668086318,0.179478227417867,-4.723269106257293,2.3208342169893242e-06,0.0021000455218130733,False,NS
Psmb10,362.0111189426693,-0.421461783898778,0.09084855185866289,-4.639168982621371,3.498129431992408e-06,0.002225947849084277,False,NS
Gm6093,232.32343341059084,1.0031171095507232,0.2179368382194555,4.602788210319066,4.168720921755228e-06,0.002225947849084277,True,Up
Ccnd2,750.5426920630049,0.8018299960760135,0.17194447315227201,4.66330776079044,3.11166860677949e-06,0.002225947849084277,False,NS
Tbc1d9,414.0860233615611,0.3570279856618139,0.07764713181893922,4.598083371506194,4.2639537372866135e-06,0.002225947849084277,False,NS
Ngef,1036.9437235584944,-0.5156385100686137,0.10982151465952339,-4.695241289170283,2.6629220299603835e-06,0.002225947849084277,False,NS
Rbm14,1268.3340249528626,-0.3377386431047252,0.07337605091605633,-4.602845736289419,4.167569222588239e-06,0.002225947849084277,False,NS
Rnf13,3002.4276434281273,0.6934822661079914,0.15019739651824382,4.6171390595559165,3.890665697249344e-06,0.002225947849084277,False,NS
Ank2,357.7807554222236,0.9395108771166317,0.20316075018922894,4.624470407012911,3.7555669572627932e-06,0.002225947849084277,False,NS
Hnrnpl,8461.193803195318,-0.2911368445963219,0.06285167709517343,-4.632125315534009,3.619309577324798e-06,0.002225947849084277,False,NS
Impact,3535.8578172949638,0.5262054347670249,0.11393553443362832,4.61844882180773,3.866193054961693e-06,0.002225947849084277,False,NS
Rangap1,5262.183118485298,-0.514565214708571,0.11174070378895276,-4.604993500671359,4.124787428549684e-06,0.002225947849084277,False,NS
Tufm,2975.3624828021734,-0.25156533207492116,0.05511438355253908,-4.564422494812278,5.008711956433708e-06,0.0023885501295776343,False,NS
Tyms,1109.0068404507917,-0.5929240115164655,0.12985795708688674,-4.5659428564685145,4.972542214050434e-06,0.0023885501295776343,False,NS
Mrpl9,2122.80923899926,-0.23228924682122465,0.05093511621718338,-4.56049311502032,5.103363571631282e-06,0.0023885501295776343,False,NS
Canx,20120.887956122635,0.4380343343996085,0.0963456739203685,4.5464867967154605,5.454879017638871e-06,0.002467969096880413,False,NS
Tubb5,39554.88155985744,-0.3946224091327758,0.0874530935460484,-4.51238936361911,6.410137362131742e-06,0.0027188998255066915,False,NS
