feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,direction
Urgcp,2158.3292605960582,-0.18159089991725583,0.04368787620279447,-4.156551329580092,3.2308760837333114e-05,0.44721786751036496,False,NS
Gnl3,2734.700530469939,0.33991989637961156,0.0878740806318555,3.8682611975616634,0.00010961421364150782,0.748009523084587,False,NS
Dctn1,6262.45252530133,-0.14710743918559271,0.03976580549375054,-3.6993451373369424,0.0002161564869482985,0.748009523084587,False,NS
Sall2,975.5351139434609,-0.1942378800206896,0.05231976832058217,-3.7125141462883353,0.000205210587069279,0.748009523084587,False,NS
Rab3d,1487.065580105137,-0.14876893636909885,0.0655199533487998,-2.270589778614731,0.023171822809497283,0.7555804976299711,False,NS
Vps54,1022.6676381175207,0.3108872809330774,0.13423119233311182,2.316058402890224,0.020555080102547894,0.7555804976299711,False,NS
Fkbp15,1752.732992213192,-0.09166707683596864,0.04179320521039492,-2.193348808125608,0.02828225760102549,0.7555804976299711,False,NS
Col11a2,38.16243122928527,0.546964347698288,0.22564688269640876,2.4239836206121588,0.015351297855868572,0.7555804976299711,False,NS
Arl14ep,1766.5515056908405,0.30310314563591784,0.11988429509684399,2.528297350299866,0.011461723299283709,0.7555804976299711,False,NS
Sart3,1911.7018580982237,-0.1334447641462675,0.05301175328071277,-2.5172675093320978,0.01182689948566565,0.7555804976299711,False,NS
Fkbp1b,157.9345988392318,-0.2447656708755127,0.10241638877206136,-2.389907258107537,0.016852627777405243,0.7555804976299711,False,NS
Ints12,840.8003579074572,0.18004402305217634,0.08099704492265752,2.222846811560802,0.02622613132540952,0.7555804976299711,False,NS
Ints3,2853.796942513038,-0.1365379609873502,0.042919491789062805,-3.181257636003608,0.001466371605306991,0.7555804976299711,False,NS
Szrd1,5735.664777113651,-0.13160459863389382,0.0558713893159362,-2.3554917864975344,0.01849820597496619,0.7555804976299711,False,NS
Synj2bp,1418.6634525671207,0.28517788691007967,0.10809751926165237,2.6381538527244133,0.0083358753303393,0.7555804976299711,False,NS
Taf1a,388.6741386549709,0.20157011703186076,0.09144478067776096,2.2042823607633397,0.02750449267673824,0.7555804976299711,False,NS
Taf1d,654.8877001722016,0.4171202857248681,0.1445178265329106,2.8862895030453464,0.0038981340612394937,0.7555804976299711,False,NS
Taf3,507.8064989130034,0.18516743158054083,0.08361972860790197,2.2143988585373466,0.0268013533603597,0.7555804976299711,False,NS
Tank,1678.1168586362844,0.22715151633565142,0.08318045386349472,2.730828046555551,0.006317542429799281,0.7555804976299711,False,NS
Tbc1d5,1548.220125592281,-0.15199751861163094,0.06246368158040341,-2.433374318738791,0.01495882758373967,0.7555804976299711,False,NS
Nr2f6,1616.6610415263237,-0.22871139445305352,0.07358989626944419,-3.1079184242309967,0.0018841006611461822,0.7555804976299711,False,NS
Zranb2,2076.9647154831114,0.3700079309267027,0.1665676110541907,2.221367819259443,0.026326058813418242,0.7555804976299711,False,NS
Ivns1abp,21363.205167679116,0.17564689611436593,0.056372595764378516,3.115820616962898,0.0018343382030938289,0.7555804976299711,False,NS
1110059G10Rik,563.5276267280985,0.2446604449780276,0.09867781667955897,2.4793864843252944,0.013160861455835322,0.7555804976299711,False,NS
Wbp4,1529.7376117416015,0.3479791830379957,0.13163471705223082,2.643521335636118,0.008204859446662915,0.7555804976299711,False,NS
Zscan29,676.0196631934881,0.23376565666169896,0.07577139542914162,3.0851438770229236,0.002034537076371511,0.7555804976299711,False,NS
Zscan26,1053.9035819115902,0.3787622983254677,0.14817239154468287,2.5562272051959702,0.010581400268222931,0.7555804976299711,False,NS
Kantr,224.06082970456475,0.4077773840959884,0.18173571665826543,2.243793303782823,0.024845703454443775,0.7555804976299711,False,NS
Kat7,4231.125963587284,-0.11093878199738391,0.0475589946866703,-2.33265616164249,0.019666198768119498,0.7555804976299711,False,NS
Katnal1,1015.7502129517803,0.18311433505127503,0.07956682770749997,2.301390420194102,0.021369572920539703,0.7555804976299711,False,NS
Ino80,1416.5120233295072,0.19988028828071466,0.09137963410123826,2.1873614426959733,0.028716148578426165,0.7555804976299711,False,NS
Zfp944,229.90386141865199,0.2483607479611425,0.111890114906394,2.2196844481652223,0.02644019525877373,0.7555804976299711,False,NS
Zfp945,298.67134631333545,0.3233418704781347,0.09118976316723287,3.545813249730215,0.00039140348201766284,0.7555804976299711,False,NS
Fggy,620.2700416580044,-0.20621727449456043,0.09107485890793893,-2.264261256808652,0.023558050970205354,0.7555804976299711,False,NS
Zfp959,165.48801061314222,0.44459748337963867,0.1937656019129727,2.2945119205385267,0.02176111113820177,0.7555804976299711,False,NS
Tbc1d10a,885.811376922883,-0.15605369706401984,0.06541828227191786,-2.3854753081923876,0.01705706738012389,0.7555804976299711,False,NS
Zfp84,668.3337418231023,0.31174329014762786,0.14208278860242746,2.1940960845014112,0.028228502705197427,0.7555804976299711,False,NS
Brap,3157.21984456144,-0.08204981642660891,0.032284142011333096,-2.5414897629246567,0.011038117856567687,0.7555804976299711,False,NS
Bag6,9259.259080566424,-0.10213786496104307,0.043990645366669114,-2.321808741601936,0.020243236352686225,0.7555804976299711,False,NS
Tbx18,2040.1311667279576,0.25178625778087876,0.11234108709851885,2.2412659898873133,0.0250088505837535,0.7555804976299711,False,NS
Tbx3,803.7555752223661,0.27767337867574776,0.09777816787337373,2.8398300429943095,0.004513757530867595,0.7555804976299711,False,NS
Anapc5,9172.125830752311,-0.09996497041095267,0.04249861593820548,-2.352193552757232,0.018663060830396667,0.7555804976299711,False,NS
Pygo2,3075.9821681690896,-0.10300003461209686,0.04435164158048677,-2.3223499952122046,0.020214097560422542,0.7555804976299711,False,NS
Rab1b,6028.883737105127,-0.14948741140867403,0.048998150614110544,-3.050878646134543,0.002281727760101726,0.7555804976299711,False,NS
Trub1,530.6451117796556,0.26333153371472195,0.11447337705282706,2.3003735933569947,0.02142706354841322,0.7555804976299711,False,NS
Cnp,1007.7627517370516,-0.21336292678752283,0.09657943257983301,-2.209196317354174,0.027160988934947183,0.7555804976299711,False,NS
Tsc2,3054.069950801926,-0.1275949146907852,0.04300152767274034,-2.967218180289687,0.0030050763075911047,0.7555804976299711,False,NS
Ankrd49,381.79226144556725,0.26973369116699486,0.11279706592059038,2.3913183287665345,0.016787990046999154,0.7555804976299711,False,NS
Decr1,2241.6544399636105,-0.08960705891263422,0.03554133436148137,-2.5212069417896603,0.011695304890104693,0.7555804976299711,False,NS
Def8,1340.193010369694,-0.16394362157543343,0.05450645725369129,-3.007783478063617,0.0026316056027664426,0.7555804976299711,False,NS
Ptp4a1,342.2482892108276,0.3695935217137893,0.16353016763401074,2.260093822816591,0.02381542844784356,0.7555804976299711,False,NS
Dlc1,1538.0486306858436,-0.2448843062013127,0.09673655487077078,-2.5314557307571146,0.011359015516228295,0.7555804976299711,False,NS
St3gal4,2484.012036449251,-0.1511167348861122,0.06893914497883454,-2.1920308836511904,0.028377276703784055,0.7555804976299711,False,NS
Tcaim,339.88603887566404,0.3283871906946213,0.1123807584849225,2.9220944503473802,0.003476860866880317,0.7555804976299711,False,NS
Supt5,5571.160317693681,-0.11166489211327789,0.04266296084656394,-2.617373241273088,0.008860939222219325,0.7555804976299711,False,NS
Zfp862-ps,2479.393952974333,-0.15607864735422322,0.06389442361826699,-2.442758514995061,0.014575486494096464,0.7555804976299711,False,NS
Kif1c,10372.914209816268,-0.11250841265374643,0.040390861821336936,-2.785491756809026,0.005344659890614292,0.7555804976299711,False,NS
1810022K09Rik,884.2837749567684,0.21446695805146962,0.06439590050494004,3.3304442731570636,0.0008670751752792173,0.7555804976299711,False,NS
1600012H06Rik,1624.3373742885917,0.1495074602224562,0.05271367045750181,2.836217985294542,0.004565127575777349,0.7555804976299711,False,NS
Prpf18,2179.1163097623826,0.13130596811153647,0.057238051782997006,2.2940327984842748,0.021788614857254977,0.7555804976299711,False,NS
Zfyve9,667.258611836486,0.23668952319537656,0.08560882780739397,2.764779395506848,0.005696130348449229,0.7555804976299711,False,NS
1500004A13Rik,80.35948860044665,0.37011823707480085,0.16231293722586915,2.2802756416129473,0.022591345538118486,0.7555804976299711,False,NS
Il27ra,93.36325529610382,-0.4087569186621507,0.14964157151306276,-2.7315732822711554,0.006303272124477688,0.7555804976299711,False,NS
Dnajc2,1279.4686696233948,0.3295375194842405,0.11773634622830552,2.798944676312835,0.005126992092585297,0.7555804976299711,False,NS
Ptpn2,1232.7617089723328,0.24751166278626077,0.10653662002983656,2.3232543205983336,0.020165494179208966,0.7555804976299711,False,NS
Amz2,1721.8177197972454,-0.11917657575244156,0.04000114626042871,-2.9793290166371422,0.002888804047276001,0.7555804976299711,False,NS
Klhl24,2101.831697094298,0.42030829187765145,0.17703144080531966,2.3742013845995964,0.017586955430732947,0.7555804976299711,False,NS
Zfp809,211.19917729711563,0.24182838660933093,0.10785389751192608,2.242184957503186,0.024949420941924823,0.7555804976299711,False,NS
Leng8,1622.640883209722,0.16106608824699595,0.07240976745470873,2.2243696383604665,0.026123584873762307,0.7555804976299711,False,NS
Ift140,1097.2576900641895,-0.15477543287736967,0.06164280361479631,-2.510843501612222,0.012044307907081378,0.7555804976299711,False,NS
C2cd3,878.3142551275232,-0.1765053581018682,0.08037061478918325,-2.1961429381229935,0.028081714090909274,0.7555804976299711,False,NS
Ssb,3069.780925791874,0.3434371159332582,0.14762281356625817,2.32645014436818,0.019994549201837377,0.7555804976299711,False,NS
C1galt1c1,1223.967781909653,0.21533646329529513,0.08675701156978569,2.482064093714,0.013062377774423014,0.7555804976299711,False,NS
Ttyh3,2784.327706765578,-0.19365499253814247,0.0712640912407847,-2.717427377047825,0.0065791592049975174,0.7555804976299711,False,NS
Dopey1,679.0316599772177,0.37704685632088997,0.154800549975807,2.4356945526344496,0.014863229376234958,0.7555804976299711,False,NS
Dock4,325.90905095884483,0.32702997595595457,0.14437480665253447,2.265145724094472,0.023503738526911712,0.7555804976299711,False,NS
Sorbs2os,9.080184121729838,1.2990516910303727,0.5710934592524383,2.2746744337272435,0.022925467270341508,0.7555804976299711,False,NS
Ddx46,2526.355062363994,0.363065910300391,0.14582193637873986,2.489789391888258,0.01278188124776967,0.7555804976299711,False,NS
Rab5a,3296.575388937261,0.24688384294765187,0.09519019159831808,2.5935848935933232,0.009498108705829882,0.7555804976299711,False,NS
Trp53inp1,2170.231702505318,0.48459286053074047,0.14872309036183085,3.2583565830414534,0.001120595017311376,0.7555804976299711,False,NS
Trpc4ap,6818.220927481707,-0.09275672324139773,0.03992813939578836,-2.323091550095664,0.02017423482134634,0.7555804976299711,False,NS
Ddx21,6780.14256991753,0.16242035266828878,0.07420033840721828,2.1889435567923012,0.028600942716855416,0.7555804976299711,False,NS
Ddx26b,163.45281035098986,0.4943161200673811,0.163305530668011,3.0269404719200357,0.0024704260355429457,0.7555804976299711,False,NS
Tst,244.65981951278715,-0.2934738627201006,0.10366780726164387,-2.8309064353933064,0.004641629696731944,0.7555804976299711,False,NS
B4galt2,1757.459325592661,-0.149580120503971,0.05695320814103152,-2.626368652202528,0.008630129270678109,0.7555804976299711,False,NS
Dhx38,1961.741818952638,-0.1208658032632425,0.04818919464897787,-2.508151550231524,0.012136460236334173,0.7555804976299711,False,NS
Klk1b22,31.450675060667418,0.7162288579474838,0.2644361813276327,2.7085130875494166,0.006758544646467417,0.7555804976299711,False,NS
Kng1,227.45151056111845,3.3764588113756973,1.44523590360126,2.33626828877015,0.019477263164427838,0.7555804976299711,False,NS
Knop1,2184.4247874165626,0.12433032049831781,0.05467975063685825,2.2737909198603745,0.02297856045845865,0.7555804976299711,False,NS
Ibtk,2480.628232959968,0.26093187370614696,0.11100400741314376,2.3506527357610563,0.018740514640920324,0.7555804976299711,False,NS
Lactb2,1201.6820696443679,0.23499873883381808,0.09702513775894582,2.422039733843624,0.015433662919089146,0.7555804976299711,False,NS
Lamb2,5413.449372347431,-0.14436445483403731,0.05644877293174493,-2.557441859871705,0.010544518303441277,0.7555804976299711,False,NS
Ice2,431.7996383832861,0.3651906977617659,0.14435014599464135,2.529894897198945,0.01140966989675907,0.7555804976299711,False,NS
Pus3,381.7206460926629,0.24716910408976675,0.09965782772203073,2.480177520818333,0.013131698668403993,0.7555804976299711,False,NS
Lasp1,8899.520269776927,-0.13410434975577692,0.057911983672359085,-2.3156580253662393,0.020576947940144762,0.7555804976299711,False,NS
Zfp74,317.7857450905154,0.29823810010091123,0.10647076082820964,2.80112678618046,0.005092450731664259,0.7555804976299711,False,NS
Zfp715,776.9701927534646,0.19281782217255974,0.08358764874065273,2.306774087770016,0.02106741751865289,0.7555804976299711,False,NS
Hsp90ab1,94446.22838151224,-0.08035358770313011,0.03395324438666348,-2.366595274020183,0.017952552889277253,0.7555804976299711,False,NS
Hspa4l,2355.211617278503,0.26515760441073355,0.09856277648030251,2.6902408178783856,0.007140047375975212,0.7555804976299711,False,NS
Lhpp,115.8226934903605,-0.3127245206142735,0.13142666503157027,-2.3794602148593915,0.01733801451640856,0.7555804976299711,False,NS
Zfp622,3665.9603592512067,-0.1286596573643451,0.05399530819727948,-2.382793277043051,0.017181839816185415,0.7555804976299711,False,NS
Zfp677,31.18635160158223,0.6220971037894941,0.249846478583133,2.48991743776969,0.012777277308566194,0.7555804976299711,False,NS
Tubgcp6,1247.062209887007,-0.17598309855177022,0.07533556011413761,-2.335989780724347,0.019491774152739033,0.7555804976299711,False,NS
Ankra2,877.6225770282591,0.2245215877892723,0.07620775540243929,2.9461776771093002,0.0032172753494294506,0.7555804976299711,False,NS
Prickle3,207.2166333817676,0.2042736269773231,0.09221907850696824,2.2150907413576877,0.02675383681055441,0.7555804976299711,False,NS
Ddx10,754.7641819096933,0.3502114166130453,0.14185511554905775,2.4687965270588474,0.013556827947690623,0.7555804976299711,False,NS
Trmt10c,718.0980487061237,0.3059697895028114,0.13020171737124708,2.3499673866082187,0.018775056036084602,0.7555804976299711,False,NS
Trmt13,136.65335148622464,0.3076651091832113,0.13532101531670027,2.2735944484540216,0.022990381561754262,0.7555804976299711,False,NS
Prkag2,325.3662920645606,-0.23692355190722109,0.10763858469983399,-2.2011024445176166,0.027728772278926617,0.7555804976299711,False,NS
Prkcdbp,2394.285994735797,-0.17363501859987243,0.07856252418959712,-2.2101507097816033,0.027094704492696374,0.7555804976299711,False,NS
Prorsd1,389.9422317666994,0.20768846167175958,0.07814526123187547,2.6577230454895893,0.007867051362721903,0.7555804976299711,False,NS
Prkg2,2344.5079421242585,0.3853492215123437,0.140009879649164,2.7523002125132146,0.00591782428881609,0.7555804976299711,False,NS
Camk2d,2316.8535155787035,0.12906492247407078,0.05890555365969359,2.191048457327107,0.0284482860204688,0.7555804976299711,False,NS
Spop,5896.658748255074,0.22349815192431283,0.08097003735001776,2.7602574883122957,0.005775582053694229,0.7555804976299711,False,NS
Cab39,3432.729893365013,0.27170728169862834,0.12333179723021495,2.2030594526361367,0.027590558566863224,0.7555804976299711,False,NS
Tcf7l1,1173.7558298613155,-0.17527678074333233,0.07638650469949854,-2.294604019818215,0.021755827696980545,0.7555804976299711,False,NS
Zfp595,106.81074590429587,0.3617258114416561,0.15251830948842773,2.3716877839450605,0.017707046263281283,0.7555804976299711,False,NS
Tsen34,2390.9263417153356,-0.1697918424411915,0.07575601263078251,-2.2412985655504087,0.0250067418218449,0.7555804976299711,False,NS
Srpk2,2305.3709939570736,0.20385780029245512,0.08958195876364497,2.275656874508829,0.022866554404201787,0.7555804976299711,False,NS
Srebf2,13395.421351126817,-0.1760242779604236,0.07124537931577073,-2.470676409486941,0.013485778590833702,0.7555804976299711,False,NS
Srp19,1798.951492093771,0.12833380184952323,0.050714263838218324,2.530526761837973,0.01138913962416532,0.7555804976299711,False,NS
Llgl1,3206.284886137722,-0.12193272238941402,0.04772497102847191,-2.5549040630463877,0.010621706891263613,0.7555804976299711,False,NS
Lman2,8827.789447051791,-0.08582887371110702,0.0370336219336616,-2.317593290357947,0.020471435205604935,0.7555804976299711,False,NS
Lmcd1,753.9420776059595,-0.15097892618838546,0.06388506868817127,-2.3632897215048336,0.01811350279041041,0.7555804976299711,False,NS
Dcaf7,5082.4082001102115,-0.10013210185530563,0.04485203233405223,-2.232498654900061,0.02558202402959857,0.7555804976299711,False,NS
Rapgef3,218.75951378488674,-0.43864453078365234,0.14776964980998492,-2.968434528657946,0.002993208600731177,0.7555804976299711,False,NS
Trim34b,14.050947041484248,0.8837441256188528,0.3614682031310242,2.444873761962723,0.014490285102310554,0.7555804976299711,False,NS
Trim39,672.6668700356046,0.1681658671440757,0.07196138124347803,2.3368904853993033,0.01944487920340606,0.7555804976299711,False,NS
Rasa2,520.2595593307151,0.3791558738513017,0.15115635671202857,2.508368699132119,0.01212900357682243,0.7555804976299711,False,NS
Dbt,658.0290624514481,0.24254560592312216,0.10350797313193509,2.343255293135386,0.019116297690760207,0.7555804976299711,False,NS
Dact3,367.1396171245797,-0.20664154714513117,0.0873904443056931,-2.364578287556199,0.018050611840869063,0.7555804976299711,False,NS
Lmf2,4449.037290692973,-0.1381778763476586,0.05695912923786486,-2.425912723676291,0.015269941982844357,0.7555804976299711,False,NS
Zfp58,223.57818504142975,0.3545694883465818,0.11894555803120353,2.980939298746793,0.0028736574733035625,0.7555804976299711,False,NS
Ltbp3,13856.071519119947,-0.12105234391979226,0.049653602649347935,-2.4379367751955447,0.014771357288441568,0.7555804976299711,False,NS
Zfp651,1938.0430818482737,-0.1376103548212124,0.0496194154826783,-2.773316724564217,0.005548808623857591,0.7555804976299711,False,NS
LOC106740,344.4571955939269,0.4204432619624983,0.1545761597660861,2.7199748175833727,0.006528688807824608,0.7555804976299711,False,NS
Lox,46155.561707206005,0.2876828939066371,0.12971987701057033,2.2177240723346894,0.026573651876258837,0.7555804976299711,False,NS
Hmgn5,78.92670537984974,0.5318540654859779,0.17440241664017675,3.0495796774610504,0.0022916183734619615,0.7555804976299711,False,NS
Sos2,1089.7390880841647,0.26222162907940705,0.11311016244388968,2.31828531949538,0.02043381973248853,0.7555804976299711,False,NS
Sowahc,347.97719324708413,0.37420781845751033,0.15487090566947984,2.416256409426131,0.015681014484992113,0.7555804976299711,False,NS
Ankrd10,4064.0609329722697,0.27588161123888577,0.0984371116936668,2.8026178998162874,0.00506896851269524,0.7555804976299711,False,NS
Spaca6,93.52223255075262,0.4951566140121163,0.21799114804074224,2.2714528477989955,0.02311957830391952,0.7555804976299711,False,NS
B230354K17Rik,836.6963849579982,0.296311974240065,0.1303909423650577,2.272488938767506,0.023056995334320908,0.7555804976299711,False,NS
Tep1,2415.888555274118,-0.16547154255432542,0.06858174025964217,-2.412763833753273,0.015832074362297183,0.7555804976299711,False,NS
Tesk1,1770.4214017468796,-0.09966101299147341,0.038030929496595,-2.6205253016599634,0.008779441502690086,0.7555804976299711,False,NS
Spg7,2337.1403242734514,-0.11675410604168363,0.048654987256075616,-2.399632856282464,0.016411523117944127,0.7555804976299711,False,NS
Lpar6,246.4471141851577,0.3545503866901354,0.1368278293839516,2.5912154587736245,0.009563759347958212,0.7555804976299711,False,NS
Hmha1,24.251117536687673,0.8311776071482019,0.36347126717023814,2.2867766512033683,0.022208862998696805,0.7555804976299711,False,NS
Supv3l1,1160.3827756674646,-0.136365974748039,0.05973057967482877,-2.283017768962074,0.022429321707964654,0.7555804976299711,False,NS
Sorbs3,2964.9810468725395,-0.1497694378443729,0.05895482944471394,-2.540409992786463,0.011072258864280338,0.7555804976299711,False,NS
Zfp607,100.10239128251372,0.4545535258648037,0.14711742506794556,3.089732746850824,0.0020033667203242316,0.7555804976299711,False,NS
Hk1,8072.867364028541,-0.1548616254582044,0.056767834659606484,-2.727981900081124,0.0063723104425261815,0.7555804976299711,False,NS
Hipk1,4084.3258782853445,0.22091576155447587,0.0850733228157756,2.5967689311120954,0.009410520636208073,0.7555804976299711,False,NS
Lrrfip2,1613.2249332578683,0.1621122065139441,0.06852936120900963,2.365587591273666,0.018001484477878128,0.7555804976299711,False,NS
Hiat1,1878.7302905280446,0.14490165532051297,0.06434336294427058,2.252006247264632,0.024321877228086205,0.7555804976299711,False,NS
Edc4,2198.5900072922254,-0.10099480566421937,0.04442125796509153,-2.2735692389347957,0.022991898726232307,0.7555804976299711,False,NS
Ebpl,437.0092252685525,-0.2262306569089388,0.09080978122053485,-2.4912586933727923,0.012729140070746705,0.7555804976299711,False,NS
Ece1,5623.041947743758,-0.10782812992988022,0.0462793736711847,-2.3299392661620684,0.01980936130923256,0.7555804976299711,False,NS
E330033B04Rik,22.330355106093787,1.0399485844804097,0.4427126374510121,2.3490374940911516,0.018822011377062443,0.7555804976299711,False,NS
Ppm1k,175.8343169779896,0.39432482257913165,0.14442966801282572,2.730220376495739,0.006329200044416457,0.7555804976299711,False,NS
Dvl2,1481.1363860454994,-0.17188252186766212,0.07424315169154948,-2.3151296510385913,0.020605837762674342,0.7555804976299711,False,NS
Lsm14a,5380.864940819119,0.12640835847807336,0.05533351181928425,2.2844810372946336,0.022343275784109072,0.7555804976299711,False,NS
Hibch,849.208272503858,0.18480542249651136,0.08374572837570633,2.206744464236116,0.027331916930133853,0.7555804976299711,False,NS
Zfp54,94.92167788942903,0.35261946154949325,0.15702747938491676,2.245590790419094,0.02473023092598389,0.7555804976299711,False,NS
Pofut2,6497.9384545750445,-0.1373634741776674,0.04948019459827942,-2.7761304354781977,0.005501013439656461,0.7555804976299711,False,NS
Eif1a,5699.969844144176,0.1587647217107028,0.0685580548827406,2.315770509858377,0.0205708022089292,0.7555804976299711,False,NS
Hhat,623.7985601670954,-0.30821180021560546,0.13062902454428726,-2.3594434796618433,0.018302368675923573,0.7555804976299711,False,NS
Lyar,806.9768915749173,0.28196950007663224,0.08498774709611931,3.3177664982427504,0.0009074030686508323,0.7555804976299711,False,NS
Lztfl1,518.7947867377117,0.35847334682181853,0.15654866481804827,2.2898524700830962,0.022029870302753007,0.7555804976299711,False,NS
Zfp438,215.23393217543415,0.24930374028561683,0.09385034436014637,2.6563966492112723,0.007898065605824997,0.7555804976299711,False,NS
Zfp462,569.3472887275385,0.2907308849061889,0.12851503061716688,2.2622325459521266,0.023683039492348085,0.7555804976299711,False,NS
Polk,652.2056906300661,0.3006037412297659,0.12302688657978736,2.4433987527987515,0.014549651451717178,0.7555804976299711,False,NS
Poldip3,5716.506484598529,-0.13012929890067118,0.054294898102075356,-2.3967131986512955,0.016542866487922706,0.7555804976299711,False,NS
Polr3g,267.5738468663633,0.20362801965341137,0.08498301445349525,2.396102573707144,0.01657045242933701,0.7555804976299711,False,NS
Ap2b1,8491.603153678401,-0.11649983199311507,0.04093166980683537,-2.84620277019972,0.0044244011835448205,0.7555804976299711,False,NS
Rbm43,160.50737121314933,-0.32386217482054896,0.12622019590278427,-2.5658506747207874,0.01029231259547341,0.7555804976299711,False,NS
